patent_id,title,top_keywords,top_keyword_scores,title_top_keywords
2025-0128195,A BIODEGRADABLE FILTER ASSEMBLY FOR AN ELECTRICAL APPLIANCE,filter medium; medium; filter assembly; filter; filter frame; electrical appliance; frame filter; filter assembly filter; assembly filter; frame,0.3053; 0.2852; 0.2821; 0.2808; 0.2740; 0.2740; 0.2740; 0.2336; 0.2118; 0.1885,electrical appliance; electrical; filter assembly; filter; assembly; appliance
2025-0129792,NOZZLE FOR A FAN ASSEMBLY,face nozzle; convergent point; towards convergent; oriented towards; oriented towards convergent; towards convergent point; convergent; oriented; air flow air; point,0.1937; 0.1874; 0.1874; 0.1874; 0.1874; 0.1874; 0.1779; 0.1604; 0.1517; 0.1513,nozzle fan; nozzle; fan assembly; fan; assembly
2025-0129798,FAN ASSEMBLY WITH A REMOVABLE FILTER ASSEMBLY,fan body; media; filter media; engagement; filter assembly; inlet surface; inlet motor-driven impeller; inlet motor-driven; element positioned; air inlet motor-driven,0.2626; 0.2349; 0.2349; 0.2017; 0.1824; 0.1771; 0.1771; 0.1714; 0.1714; 0.1714,assembly removable; removable filter; removable; filter assembly; assembly; filter; fan assembly; fan
2025-0113906,HAIR STYLING APPLIANCE,pack; locking mechanism; central; lock; hinge; locking; hair straightening; straightening; arms; coupled,0.3119; 0.2454; 0.2451; 0.2345; 0.2345; 0.2016; 0.1980; 0.1933; 0.1897; 0.1487,styling appliance; hair styling; styling; hair; appliance
2025-0116294,AERODYNAMIC BEARING,inner surface; radial; distance; inner; surface located; bearing; distance greater; surface defining; plastic material; elastomeric material,0.3821; 0.3352; 0.3263; 0.2822; 0.2692; 0.2125; 0.1835; 0.1835; 0.1835; 0.1726,bearing
2025-0098834,COMB,tooth; comb; structures; teeth; structure; airflow comb; tress hair; tress; trigger; hair-care appliance,0.3217; 0.2624; 0.2292; 0.2170; 0.2100; 0.1965; 0.1703; 0.1703; 0.1675; 0.1161,comb
2025-0089873,COMB,comb; mounted support; teeth; along longitudinal axis; along longitudinal; support; pair; longitudinal axis; longitudinal; comb further,0.3058; 0.2679; 0.2528; 0.2358; 0.2299; 0.1839; 0.1834; 0.1791; 0.1717; 0.1681,comb
2025-0085720,METHOD FOR EDGE CLEANING,map; contiguous; segment; area; cleaned; inaccessible; robotic; boundary; edge; set,0.3456; 0.3202; 0.3114; 0.2894; 0.2887; 0.2670; 0.2510; 0.2355; 0.2121; 0.1794,edge; edge cleaning; cleaning
2025-0087751,ELECTROLYTE COMPOSITIONS,carbonate; lithium; oxalato; borate; oxalato borate; electrolyte composition; lithium bis; bis; composition lithium; composition,0.2950; 0.2935; 0.1979; 0.1979; 0.1979; 0.1914; 0.1914; 0.1914; 0.1914; 0.1877,electrolyte compositions; electrolyte; compositions
2025-0072576,COMB ATTACHMENT FOR A HAIR CARE APPLIANCE,comb; longitudinally extending; attachment; mounted housing; longitudinally; hair-care; interposed; hair-care appliance; hair-care appliance supply; defining inlet receiving,0.2563; 0.2246; 0.2073; 0.2035; 0.1977; 0.1410; 0.1410; 0.1410; 0.1410; 0.1410,comb; attachment hair; care appliance; care; hair care; attachment; hair; appliance
2025-0072681,CLEANING HEAD,tooth; brush bar; bar; brush; suction chamber; contact; face; cleaning head; suction; debris,0.3218; 0.2570; 0.2507; 0.2399; 0.2260; 0.2260; 0.2171; 0.2038; 0.1914; 0.1702,cleaning head; head; cleaning
2025-0064190,HAIR STYLING ACCESSORY,accessory; clamping; tress; tress hair; space; hair; hair styling; styling; clamp; movable,0.3919; 0.3075; 0.2831; 0.2831; 0.2435; 0.2249; 0.2085; 0.2065; 0.1930; 0.1905,accessory; styling; hair styling; hair
2025-0064193,HAIR CARE DEVICE,airflow passage; hair care; care; inlet outlet; passage; hair; cavity; passage inlet outlet; airflow inlet airflow; cavity airflow,0.2484; 0.2374; 0.2320; 0.2223; 0.1913; 0.1705; 0.1686; 0.1664; 0.1664; 0.1664,care; hair care; hair
2025-0067554,SELF-MIXING INTERFEROMETRY,laser; interferometer; monitored region; monitored; particulate material; particulate; self-mixing; interferometric; within monitored; cavity assembly,0.1786; 0.1747; 0.1747; 0.1605; 0.1605; 0.1490; 0.1410; 0.1410; 0.1410; 0.1410,self-mixing; interferometry; self-mixing interferometry
2025-0057295,HEATER ASSEMBLY FOR A HAND-HELD APPLIANCE,ceramic heater; heater; heated; ceramic; region; heater assembly; elements; heat; hand-held; assembly heat,0.2768; 0.2660; 0.2627; 0.2523; 0.2441; 0.2403; 0.2366; 0.2363; 0.2308; 0.2172,heater assembly; heater; assembly; appliance
2025-0057296,HAIRCARE APPLIANCE,accessory; communication; processing element; element; sensor element; body attachment; blower; main body; energy; main,0.3121; 0.2261; 0.2025; 0.2012; 0.1970; 0.1846; 0.1814; 0.1745; 0.1734; 0.1690,haircare; haircare appliance; appliance
2025-0057374,SEPARATOR FOR A FLUID CLEANING DEVICE,separating volume; volume; volume filter; cleaning separator; debris separating; filter screen; extractor; debris separating volume; separating volume filter; volume filter screen,0.2732; 0.2206; 0.1447; 0.1447; 0.1447; 0.1447; 0.1447; 0.1447; 0.1447; 0.1447,separator fluid; fluid cleaning; fluid; separator; cleaning
2025-0060116,REFRIGERATION SYSTEM,store; thermal; refrigerant; refrigeration; compressor; exchanger; heat exchanger; heat; circuit; generated compressor,0.3153; 0.2853; 0.2791; 0.2593; 0.2581; 0.2459; 0.2459; 0.2220; 0.1832; 0.1704,refrigeration
2025-0060297,SELF-MIXING INTERFEROMETRY,monitored region; monitored; laser; interferometer; within monitored; within monitored region; particulate material; particulate; laser cavity; cavity assembly,0.1888; 0.1734; 0.1697; 0.1660; 0.1660; 0.1660; 0.1525; 0.1416; 0.1340; 0.1340,self-mixing; interferometry; self-mixing interferometry
2025-0062332,CATHODE COMPOSITION,cathode composition; cathode; composition; containing cathode; composition battery; cathode composition battery; containing; there provided; battery; composition there,0.2765; 0.2637; 0.2354; 0.2111; 0.2053; 0.2053; 0.1435; 0.1386; 0.1373; 0.1289,cathode composition; composition; cathode
2025-0049191,HAIRCARE APPLIANCE,element adapted; sensor element; element; sensor; element light; irradiated hair; emitting element; sensor signal; light emitting element; element light emitting,0.1765; 0.1661; 0.1444; 0.1439; 0.1424; 0.1424; 0.1424; 0.1424; 0.1424; 0.1424,haircare; haircare appliance; appliance
2025-0049194,ATTACHMENT FOR A HAIR CARE APPLIANCE,hair engaging; outlet hair; engaging; airflow outlet; airflow directed; configuration airflow; hair engaging hair; engaging hair engaging; care appliance attachment; engaging airflow,0.2807; 0.2162; 0.1889; 0.1878; 0.1854; 0.1854; 0.1854; 0.1854; 0.1793; 0.1793,attachment hair; care appliance; care; hair care; attachment; hair; appliance
2025-0049195,HAIRCARE APPLIANCE,sensor element; element adapted; element; sensor; sensor signal; emitting element; element light; irradiated hair; element light emitting; disclosure,0.1850; 0.1729; 0.1479; 0.1474; 0.1395; 0.1395; 0.1395; 0.1395; 0.1395; 0.1395,haircare; haircare appliance; appliance
2025-0049197,ATTACHMENT FOR A HAIR CARE APPLIANCE,vane; airflow passage; airflow direction; extending upstream; arranged airflow; deflect; attachment; airflow; hair care appliance; care appliance,0.2496; 0.2337; 0.2138; 0.2068; 0.2068; 0.2068; 0.1698; 0.1690; 0.1471; 0.1471,attachment hair; care appliance; care; hair care; attachment; hair; appliance
2025-0049198,ATTACHMENT FOR A HAIRCARE APPLIANCE,primary air; curved surface; curved; secondary air; primary; secondary; curved surface adjacent; surface adjacent downstream; adjacent downstream; air outlets,0.2632; 0.2476; 0.2061; 0.2033; 0.1949; 0.1782; 0.1562; 0.1562; 0.1562; 0.1558,attachment haircare; attachment; haircare; haircare appliance; appliance
2025-0049278,DIRT SEPARATOR,outlet filter; through-hole; face; dirt separator; filter; dirt; extending partially around; inlet air outlet; dirt separator separating; separating dirt airflow,0.2936; 0.2855; 0.2715; 0.2051; 0.1920; 0.1916; 0.1792; 0.1699; 0.1686; 0.1686,dirt separator; dirt; separator
2025-0049279,SEPARATOR FOR A FLUID CLEANING DEVICE,separating volume; volume; spout; filter screen; screen; cleaning separator; volume filter; debris separating; volume filter screen; separating volume filter,0.2487; 0.2008; 0.1851; 0.1772; 0.1468; 0.1430; 0.1430; 0.1430; 0.1430; 0.1430,separator fluid; fluid cleaning; fluid; separator; cleaning
2025-0049280,SEPARATOR FOR A FLUID CLEANING DEVICE,separating volume; filter screen; volume; screen; cleaning separator; debris separating; volume filter; debris separating volume; volume filter screen; separating volume filter,0.2354; 0.2201; 0.1901; 0.1823; 0.1428; 0.1428; 0.1428; 0.1428; 0.1428; 0.1428,separator fluid; fluid cleaning; fluid; separator; cleaning
2025-0052433,FAN ASSEMBLY,exchanger; heat exchanger; refrigeration; airflow generator; heat; generator; refrigeration heat exchanger; airflow heat; described refrigeration; refrigeration airflow,0.2999; 0.2999; 0.2552; 0.2266; 0.2184; 0.1989; 0.1676; 0.1676; 0.1676; 0.1676,fan assembly; fan; assembly
2025-0052434,FAN ASSEMBLY,exchanger; heat exchanger; heat; exchanger heat; heat exchanger heat; exchanger heat exchanger; refrigeration; compressor; airflow generator; compressor heat,0.3388; 0.3388; 0.2467; 0.2332; 0.2332; 0.2332; 0.2167; 0.1739; 0.1552; 0.1423,fan assembly; fan; assembly
2025-0052447,FAN ASSEMBLY,heat exchanger; exchanger; refrigeration; heat; collector; airflow generator; refrigeration heat; airflow heat; described refrigeration; refrigeration airflow,0.3280; 0.3280; 0.2454; 0.2388; 0.1956; 0.1758; 0.1612; 0.1612; 0.1612; 0.1612,fan assembly; fan; assembly
2025-0052663,SELF-MIXING INTERFEROMETRY,laser; interferometer; interferometric; monitored region; interferometric signal; particulate material; monitored; particulate; within monitored; self-mixing,0.1757; 0.1719; 0.1719; 0.1719; 0.1719; 0.1579; 0.1579; 0.1466; 0.1387; 0.1387,self-mixing; interferometry; self-mixing interferometry
2025-0054962,CATHODE COMPOSITION,cathode composition; cathode; composition; containing cathode; composition battery; cathode composition battery; containing; there provided; battery; composition there,0.2765; 0.2637; 0.2354; 0.2111; 0.2053; 0.2053; 0.1435; 0.1386; 0.1373; 0.1289,cathode composition; composition; cathode
2025-0040675,HAIR STYLING APPLIANCE,hair contact; contact surface; contact; hair; heated; surface hair contact; mode; surface hair; arm; surface,0.4056; 0.3844; 0.3094; 0.2549; 0.2481; 0.2277; 0.2218; 0.2186; 0.1656; 0.1612,styling appliance; hair styling; styling; hair; appliance
2025-0040680,ATTACHMENT FOR A HAIR CARE APPLIANCE,airflow outlet; airflow separator; engaging airflow; care appliance attachment; hair engaging airflow; hair engaging; outer surface; care appliance; hair care appliance; hair care,0.2101; 0.2074; 0.2006; 0.2006; 0.2006; 0.1905; 0.1899; 0.1769; 0.1769; 0.1747,attachment hair; care appliance; care; hair care; attachment; hair; appliance
2025-0041035,DENTAL CLEANING APPLIANCE AND COMPONENTS THEREOF,cleaning tool; lens; cover; tool; dental cleaning; dental cleaning appliance; dental; cleaning; head; head further,0.4194; 0.3384; 0.2859; 0.2753; 0.2488; 0.2488; 0.2438; 0.2215; 0.1903; 0.1790,components; dental; cleaning appliance; cleaning; appliance
2025-0042762,CATHODE COMPOSITION,cathode composition; cathode; composition; composition battery; cathode composition battery; battery; cell cathode; composition cathode; cathode composition cathode; composition cathode composition,0.3161; 0.3016; 0.2692; 0.2348; 0.2348; 0.1570; 0.1474; 0.1474; 0.1474; 0.1474,cathode composition; composition; cathode
2025-0042763,CATHODE COMPOSITION,cathode composition; cathode; composition; containing cathode; composition battery; cathode composition battery; containing; battery; cathode composition cathode; composition cathode composition,0.2879; 0.2746; 0.2451; 0.2198; 0.2138; 0.2138; 0.1494; 0.1429; 0.1342; 0.1342,cathode composition; composition; cathode
2025-0042768,CATHODE COMPOSITION,cathode composition; cathode; composition; containing cathode; composition battery; cathode composition battery; containing; there provided; battery; composition there,0.2834; 0.2703; 0.2413; 0.2164; 0.2104; 0.2104; 0.1470; 0.1420; 0.1407; 0.1321,cathode composition; composition; cathode
2025-0048016,HEADBAND FOR A WEARABLE ELECTRONIC DEVICE,electronic; central; wearable; end; battery; end central; end portions; disposed end; extension; holding,0.3344; 0.3025; 0.2985; 0.2873; 0.2694; 0.2529; 0.2529; 0.2447; 0.2323; 0.2192,headband wearable; headband; wearable electronic; electronic; wearable
2025-0031823,HAIRCARE APPLIANCE,temperature; circuitry; ambient; drive; signal; haircare appliance; haircare; controller; indicative temperature; output drive,0.3535; 0.3442; 0.2883; 0.2374; 0.2122; 0.2078; 0.2078; 0.1960; 0.1636; 0.1636,haircare; haircare appliance; appliance
2025-0031927,DIRT SEPARATOR,separation stage; primary separation stage; primary separation; stage; separation; chamber storing; storing dirt; dirt removed; stage secondary; separation stage secondary,0.2571; 0.2404; 0.2326; 0.2068; 0.2017; 0.1706; 0.1706; 0.1706; 0.1706; 0.1706,dirt separator; dirt; separator
2025-0035352,A REFRIGERATION SYSTEM,refrigeration; accumulator; refrigerant; heat exchanger; exchanger; cooling; heat; medium; compressor; mode,0.3215; 0.3145; 0.3043; 0.2682; 0.2682; 0.2540; 0.2220; 0.2131; 0.1832; 0.1832,refrigeration
2025-0024925,HAIR STYLING APPLIANCE,hair contact; contact surface; contact; recesses; arm; plate; hair; disposed along; surface defines; surface define,0.3507; 0.3156; 0.2675; 0.2541; 0.2473; 0.2426; 0.2333; 0.1551; 0.1551; 0.1551,styling appliance; hair styling; styling; hair; appliance
2025-0024927,APPLIANCE FOR SUPPLYING HEATED AIR,airflow passage; heater; barrier; thermal; passage; airflow; having heating; passage inlet outlet; airflow inlet airflow; restrict,0.2026; 0.1977; 0.1930; 0.1834; 0.1561; 0.1435; 0.1357; 0.1357; 0.1357; 0.1357,air; appliance
2025-0024928,HAIRCARE APPLIANCE,intermediate; hair treatment; attachment; hair treated; treated; detachably; treatment; hair; connecting; airflow,0.2801; 0.2388; 0.2279; 0.2151; 0.1961; 0.1817; 0.1750; 0.1673; 0.1512; 0.1486,haircare; haircare appliance; appliance
2025-0024929,HAIRCARE APPLIANCE,switching; curved surface; exiting air outlet; airflow exiting air; airflow exiting; exiting air; exiting; curved; position airflow; haircare appliance attachment,0.2587; 0.2411; 0.2316; 0.2316; 0.2275; 0.2275; 0.2096; 0.2007; 0.1946; 0.1672,haircare; haircare appliance; appliance
2025-0025717,DEVICE FOR STIMULATING VITAMIN D PRODUCTION,production; light; light source; source; light wavelength; source emit; emit light; wavelength; equal less; greater equal less,0.3694; 0.3592; 0.3321; 0.2779; 0.2255; 0.2255; 0.2182; 0.2122; 0.1989; 0.1989,production
2025-0029977,METHOD OF PROVIDING A LAMINATE,surface electrode; methods; electrolyte; providing; reducing; electrode; electrochemical cells; cells; electrochemical; material,0.2883; 0.2849; 0.2703; 0.2616; 0.2566; 0.2515; 0.2234; 0.2021; 0.1872; 0.1672,providing
2025-0030057,METHOD OF MAKING A COMPONENT FOR A SOLID-STATE ELECTROCHEMICAL CELL,electrolyte layer; surface electrolyte; solid-state electrochemical; electrolyte; layer; solid-state; solid-state electrochemical cells; electrochemical cells; electrochemical; substrate,0.2508; 0.2378; 0.2300; 0.2206; 0.2141; 0.2060; 0.2023; 0.1844; 0.1757; 0.1747,solid-state electrochemical; electrochemical cell; making; solid-state; electrochemical; cell
2025-0017342,ATTACHMENT FOR A HAIRCARE APPLIANCE,outlets; position valve; body position; occludes; valve occludes; valve; pair; airflow discharged; attachment; haircare appliance attachment,0.2430; 0.2364; 0.2364; 0.2287; 0.2287; 0.2265; 0.2146; 0.2048; 0.1877; 0.1865,attachment haircare; attachment; haircare; haircare appliance; appliance
2025-0009101,ELECTRICAL APPLIANCE,electrical appliance; terminal; electrical; various; appliance electrical; data; component; settings; attribute; control operable,0.4171; 0.3589; 0.2735; 0.2706; 0.2706; 0.2694; 0.1899; 0.1598; 0.1598; 0.1598,electrical appliance; electrical; appliance
2025-0009102,HAIR STYLING APPLIANCE,arm arm; arm; wall arm; inner wall arm; plenum; cavity; closed position; inner wall; closed; hair styling,0.2699; 0.2677; 0.2054; 0.2054; 0.1811; 0.1523; 0.1441; 0.1405; 0.1330; 0.1310,styling appliance; hair styling; styling; hair; appliance
2025-0003623,AIR PURIFIER,image; image data; filtered airflow; filtered; air purifier; purifier; face; data; actuator; airflow,0.2765; 0.2534; 0.2531; 0.2374; 0.2327; 0.2327; 0.1944; 0.1902; 0.1877; 0.1682,purifier; air purifier; air
2024-0423343,HAIR STYLING APPLIANCE,hair within region; within region; plenum; hair within; hair; hair styling appliance; styling appliance; arm; hair styling; styling,0.1816; 0.1816; 0.1655; 0.1627; 0.1595; 0.1355; 0.1345; 0.1254; 0.1198; 0.1186,styling appliance; hair styling; styling; hair; appliance
2024-0429457,SOLID-STATE ELECTROCHEMICAL CELL,cathode layer; layer; cathode; current collector; electrolyte layer; solid-state electrochemical; layer arranged; layer anode; cathode current; cathode current collector,0.2277; 0.2265; 0.2260; 0.2083; 0.2027; 0.1935; 0.1935; 0.1882; 0.1837; 0.1837,solid-state electrochemical; electrochemical cell; solid-state; electrochemical; cell
2024-0430993,HEATING SYSTEM,resonant; varying magnetic; heating; heating assembly; induction heating assembly; generate varying magnetic; varying magnetic field; targets; generate varying; induction heating,0.2737; 0.2503; 0.2446; 0.2201; 0.2201; 0.2201; 0.2201; 0.2134; 0.2129; 0.2129,heating
2024-0421745,ELECTRIC MOTOR,coil; stator; windings; electric motor; filter; electric; turns; rotor stator; electric motor electric; motor provided,0.3874; 0.3815; 0.3293; 0.2495; 0.2449; 0.2086; 0.2010; 0.2010; 0.1846; 0.1807,electric motor; electric; motor
2024-0398088,HAIRCARE APPLIANCE,element adapted; sensor element; element; sensor; element light; irradiated hair; emitting element; sensor signal; light emitting element; element light emitting,0.1765; 0.1661; 0.1444; 0.1439; 0.1424; 0.1424; 0.1424; 0.1424; 0.1424; 0.1424,haircare; haircare appliance; appliance
